old_id	author	comment	origin
598	Benzoxxcrystlexoxo	Fuck man this song will always remind me of my grandpa he is still alive but quickly deteriorating and it’s sad to see him slowly rot from Parkinson’s he loved Johnny cash and loved to sing his songs actually he was even born the same year as Johnny man this pain is not pleasant even being born in gen z (2005) I can still appreciate old music from legends like this	Hurt
600	Mitch Cumstien	you and June are the sweetest people ever, I know with our sweet lord you are together......	Hurt
601	Jay Cepero	The Navy had a winter working blue uniform that was actually a black shirt, tie and pants that were known as “The Johnny Cash.”	Hurt
602	Thora Wilson	You can have it all, my empire of dirt	Hurt
603	Tom Bob	you pussy gen z fag have no idea.......	Hurt
604	wolfvids	Man I am 13 found out he a thing at 9 whatched alot waited for some more stuff to come out at 10 at 12 found out he died amd it sruck me	Hurt
605	Savage Snayle	Do you hurt.............ever...................we are with you if you do...........f off meme abusers u do not know	Hurt
606	CrashZeus13	My dad loved this song when he was still here. Now listening to it when he’s gone just hits different. I wish you were here dad. I love you.	Hurt
608	Todd Branston	Thanks much to Mr. Cash - this song serves as a reminder that I've come a long way. I no longer need to stick a needle in my arm. More than 42 years sober and I'm so grateful to the opportunity given to me by my grandparents.	Hurt
609	zachman893	i infinitely like this version of hurt the best. so much emotion in johnnys tone, like hes reliving his past with every word.	Hurt
610	Peter von Feldt	R.I.P music legend. His music and my memories of his music still live on better than the crap movie documentary ever will.	Hurt
611	Sheldon C Edward Thibault	Johnny was probably 70 at the time of the making of this video, he passed away at 71 in 2003! In this video Cash looks way older than 70, he looks like he's 85!	Hurt
612	Alex Pazmino	The man myth the legend.	Hurt
613	Kev Hill	This song by the 9inch nails was a great song already. But JC took it to new heights. A great song ending for an amazing man.	Hurt
614	Brett Yon	I'm sitting here, smoking a cigarette and dreading going to work. Just listening to Johnny Cash and drinking coffee. Off to another new year, greeting it with blunt steel.	Hurt
615	Byron Marmol	I just googled it and Johnny Cash had a stellium in piscis, with the ascendant there and a Mercury in joy but in Fall/Detriment there in the 1st house, with the moon in Scorpio and Saturn in Rulership in the 12th house :( imagine feeling feelings that way!	Hurt
616	Andy Gold	Pain & love is the only real feeling in this world!…	Hurt
617	Marcin Grabowski	I'm really sorry for Raznos, as he wrote a perfect song....but Johnny made them meaningful.....	Hurt
618	Adam B	I love all the people fighting over Trent Reznor and Johnny Cash. They both don’t give a fuck about what anyone thinks about who did it better.	Hurt
619	wallace byron	brings tears to my eyes, this is so deep	Hurt
620	Obsidian Rose Studio	It resonated when Trent wrote it and it resonates in a new way the way John’s sang it.	Hurt
622	Manignis	For that, my pain is of me, of my body because it belong to me.	Hurt
623	J D	If I could do it all over again.I would start by being a better person.Because in this life I was not a good man.I lied.I hurt people.And with time all the people I loved and hurt ,died away.I would give my entire fortune to do it all over again.This time,I'd do it right.I would be a good person.I'd make it work. To me Mr. Cash was repenting all of his sins.To whom ever he may have hurt. And most of all to his maker.This song came along right as he was to die and it was a given that he sung it.	Hurt
624	JWM	the goose bumps never stop	Hurt
625	Samuel.J.Barker	"It's sad to me how so many have heard this, but not fully acknowledged the message. Johnny Cash lived a long life full of success and material wealth, in fact his life was overrun with the necessity to maintain his empire. At the time of the recording of Hurt, when Cash was 71, he'd realised the superficiality of it all. He'd reached the end of the line, looked back at his empire and saw it was nothing but dirt. What was worse is the fact, the higher the heights you reach, the harder it is you'll fall. Age is not kind to anyone, but someone dependent on image far less. If he could, he would trade it all to start again and keep HIMSELF. Fame and money won't embrace you when you're dying, neither will memories of roaring crowds or moments of success. The only thing that will embrace you when you're on your way out, is the loved ones you've made in your life. A life of fame and wealth is a life that makes this a very hard thing to achieve. Yet nowadays it's more aspired to than it ever has been before. Cash learned the hard way, he was trying to warn you. ""Keep to yourself"" I won't reach the end of the line having chased fame to the top and roil under the pressure of the fall"	Hurt
626	Undertaker67203	This song still fills me with strong emotions barely under control. Never has two versions of one song conveyed such strong but differing views. Trent was young barely keeping it together. Johnny was at the end, seeing his life in the rear view and knowing not much time lay ahead. Both versions are so powerful.	Hurt
627	furious warfare	continue comme ca c parfait ils faut plus de personne comme toi	Hurt
628	Izzy Meadows	Rip you legend of a man. This is the version of this song. Fact	Hurt
629	jennifer taylor	I remember when I first saw this amazing video, it was newly released on MTV and I got up after, amazed, but sad.. thinking wow.. he doesn’t look so good. Thinking, with June gone, I’m sure he wanted to be with her. Went to the bedroom and came out to hearing it announced that Johnny Cash had passed away.. I was dumbstruck…devastated and deeply saddened such an icon that I’ve “known” since I was a small child was gone.	Hurt
630	Charles Kiel	Magnificent. Simply Magnificent	Hurt
631	Kévin Atengana	The 'book of love effect'	Hurt
632	Austin Claycomb	What an amazing video, this seems like a music video made within the last couple years. Great quality brought a tear to my eye. RIP Johnny	Hurt
633	Dinis Alcaide	this guy is incridible	Hurt
635	Starbucksguitar	I cry like a child every time...He totally made this about mortality.	Hurt
636	craig mcmillan	Smack destroyed his internal feelings it does it to everyone	Hurt
637	craig mcmillan	John was a very troubled man	Hurt
638	RAP 4Live	Every time I hear this song I get tears in m eyes...	Hurt
639	MaddawgMar MMA Takes	The fact that Reznor was young when he wrote this and recorded it was sad that he faced all that at such a young age. But for Cash to record it at the end of his life made it that much more sad, as there was no time to change it. It added a depth of sadness to an already sad song. Both artists are geniuses	Hurt
640	𝔅𝔬𝔲𝔩𝔞𝔫𝔤𝔢𝔯	anyone in 1989?	Hurt
642	Winston Wegner	This cover will forever be one for the boys. If only they understood the weight we carry. Love you guys, stay steady!	Hurt
644	Jamie Robertson	Without a doubt one of the best songs ever recorded with a gut punch video thrown in too.	Hurt
645	Isaiah Trevino	Who’s listening in 2023?	Hurt
646	Mary Kipp	My goodness……have a life that relates to this song even though I have no needle fame.	Hurt
647	Christopher Sabados	I’m not a say fan of him but I would say this is top 3 songs ever it’s so honest and real.	Hurt
648	Noah	This is one of the few covers that I've seen surpass the original	Hurt
649	Rip Van Winkle	You know it is a good one when the writer and lead singer says that it isn’t his song anymore	Hurt
650	MY GARAGEBAND SONGS	It is incredible. Thank you.	Hurt
651	lolTaha	This gives me the chills	Hurt
652	Blake times 4	hurt	Hurt
654	C EL	Father YHWH loves you all and he is calling his children, satan has taugh man that we need only material things, but the spirit , healing and the love that the heavenly father YHWH provides cannot be replaced never, his word will live on and on from generations to generations everlasting <3	Hurt
656	Talon David	difficult to believe this guy was a pill head	Hurt
657	Isaiah Voss	"20 years this year it would've been since you've been gone Johnny. This is your swan song. This is every man's song of regret from their past but has a beautiful ending ahead for the future. You knew it was your time to go but you've done it beautifully. The final lyrics ""If I could start again, a million miles away. I would keep myself, I would find a way"" describes how a career and the man you were. This piece of music describes who you were. Closing the piano at the end is a casket closed. We all miss you Johnny."	Hurt
658	James Wilson	At 67 years old and having lost both my parents, father in law, and my best friend I find myself reflecting back more and more these days. I can feel his pain when he sings! Maybe we should all try to be a little more kind to those we love, life is much too short!	Hurt
659	HumanCapybaras	Life sucks anyways	Hurt
660	Bogdan Kenon	I understand the meaning but i feel i can relate at 23 and it s me now and my good side… my friend	Hurt
661	BuBaClD	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way	Hurt
662	Shane Vang	good job	Hurt
663	Grxhxm	This resonated with my old soul.. yet I'm 22 young	Hurt
664	FOURTEEN STREET	Rest In Peace Johnny +	Hurt
665	TRHAKS	I have no words...	Hurt
666	EPIC POKEMON TCG	An absolute legend. This song is incredible. Truly a masterpiece.	Hurt
667	Mics	The only music video to ever make me cry, and it still gets me every time.	Hurt
668	Toe sand	Cash eulogized himself like a king should	Hurt
669	Brian Coleman	to late my friend we live by the sword we die by it	Hurt
671	M e i a	Perfect Swan song from someone from the hollywood industry for too long.	Hurt
672	vivien o	I was convinced this was a modern record and music video. I realized after googling it, that it dates back from 2002. Damn. Impossible to tell it's 20 years, the production style wouldn't have changed a bit if it was made now.	Hurt
674	Gerry James	Just goes to show….Solomon wrote Ecclesiastes at the end of his life, as an appeal to successive generations, to learn before it’s too late. We see our own suffering and despair now (through Trent), and see through Johnny that it doesn’t end with experience, and through Solomon that only God can interrupt that downhill slide. Old or young, we all suffer through this life.	Hurt
676	ª	when im old, i'll sing this.	Hurt
677	Mark Ingham	Everyone says this is the greatest cover, I don't believe that, it's truly in a class of its own. No matter how many times you hear this song it always hits the heart the most.	Hurt
678	Ryan Anderson	After going through family drama and where I am at in life, this song rings a bell. It really tells you that life is not an easy thing to overcome! Don't look for the end, enjoy what you have right now! <3	Hurt
679	Ochoa Tv	We will all feel whay he is feeling	Hurt
680	Bliss	This video is masterpiece, as well as the song. So much emotions in it...	Hurt
681	Hungry Boy	Just fantastic.	Hurt
682	Timothy Norman	This song speaks to your soul, beautiful and harrowing at the same time.	Hurt
683	Shane Grahovac	This is perhaps the greatest video and song performance Ives ever seen. This blew me away when it first appeared on MTV many years ago and still remains the same today.	Hurt
685	Farhan shahriar	I guess this is how we all end	Hurt
686	anthony simpson	I remember listening to Johnny cash as a kid with my grandad, it was such a great time, i would sit in his chair with him, I’d listen to this song and imagine what it would be like if he was gone, now he is, and it hurts like hell	Hurt
687	nathanmielke	"The imagery of the last super and the pouring out of the cup and Johnny singing ""my empire of dirt"" and the hard cut to Christ on the cross.... all with the piano ringing on that same note. It shakes my very inner soul."	Hurt
688	Sean PazBookLoaner	My friend hung himself a week ago....meth did it to him..	Hurt
689	J Luther	I doubt Mr Reznor realized he Was writing a Johnny Cash song	Hurt
690	joecoool100	Who would have ever known that a young Trent Resner would channel the pain of this old man and place his loving words into this man’s mouth and shaking hands as his magnum opus, his last long , loving goodbye…….	Hurt
691	WysteriaGuitar	A masterpiece as only Johnny Cash the master can interpret it...	Hurt
692	Bobby Walker-Clickfu	Hurt and Rusty Cage remakes by Johnny Cash are both brilliant	Hurt
693	William Nash	His most emotionally provocative song and video to close out his life. Well done, sir. Respect. You are the man.	Hurt
694	B A	I heard Trent Reznor say that after he saw this video he realized this was no longer his song. This is a masterpiece.	Hurt
695	rick oddo	Killing it right up to his death, See you in heaven John!	Hurt
696	Knuckles_loves_pudding	Rip Johnny cash he died at the age 71	Hurt
697	Olivier	Allright, i'm crying. Again.	Hurt
699	Dante Trevisan	This song hits different depending if you listen to it in your teens or your nearly....for me near 40's.	Hurt
700	Marcelo Rodrigues	A voz do Johnny só melhorou com o tempo	Hurt
701	DarkMarxSoul	Singing about everyone going away in the end is brutal, whether it's a younger person singing about loved ones abandoning them to their depression or an old person singing about loved ones dying.	Hurt
702	tripgreat	One of the most devastating news bulletin on Nashville radio was the announcement of Johnny Cash's death. It wasn't totally unexpected, when you knew June Carter Cash had passed away, it seemed almost inevitable. Still, it hit like certain deaths of people that seem they have always been, and will always be. Elvis, Dan Fogelberg, Jack Benny, Mary Tyler Moore, Ray Charles. Like the sun will stop shining, and the stars will no longer light the skies. The world goes on, but seems somehow diminished.	Hurt
703	Pyro K2137	If could give 1-5 stars. I would give 100.	Hurt
704	Wippy Thoughts	Song of the Day.	Hurt
705	adam mansfield	This is probably the most visceral emotional reminder not to live with regret that ive ever seen. Absolutely beautiful.	Hurt
706	Paul Elverstone	As a cover; it really is up there with the best but this video just takes it to another level. This is music that you feel, as much as listen to...	Hurt
708	soccerojdoj	"Perhaps this song should be the response every time some jackass says ""OK Boomer..."". #JohnnyCashsHurt"	Hurt
709	drabbit61	I hurt myself today to see if I still feel....yes. But, so often we hurt ourselves for the momentary distraction of ....our internal, REAL pain. Loneliness, grief, regret. Everyone I know goes away in the end.	Hurt
710	Andrew Jackson	Parents are dead, grandparents who raised me are dead, what else do I really have left? Nothing. You will all die alone, as will I. Remember this.	Hurt
711	MikeGamerGuy	There are very few things that bring a tear to my eye, and almost nothing to make me cry. You, reader, will never know which it was, and either answer you imagine is still painful.	Hurt
712	dumb shit	Lego Johny cash	Hurt
713	Patrick Talbot	Remember when MTV gave Timberlake best video award over this? Last time I ever watched MTV	Hurt
714	กิตติชัย ชัยเศษ	Felix sticking with the one edible Scandinavian dish for 20 mins straight	Hurt
715	farvista	"This became a novel. Read it or don't. 20 yr. old me really didn't know a thing. 60 yr. old me has memories of young relatives who ODed, leaving 4 little girls under the age of 10 behind, of hearing ""The baby has Downs"" when my SIL had her first child near Christmas eve, of a cousin who made the calculated choice to drink himself to death on a different Christmas eve, of holding my own 2-year-old while my husband told me ""I have a brain tumor"". (That one turned out okay, but in such a circumstance, you get an ICE-COLD, DISTILLED SHOT of what is actually IMPORTANT.) So many other memories, and yet so much less than SOME people have gone through. Job losses, bitter disappointments, infidelity and divorces, terrible accidents, mistakes made, opportunities missed, roads not taken. Eventually, even the most successful people become well-acquainted with loss and regret. And that's okay. These are inevitable. My parents remember 6 weeks spent in a children's ICU, part of a terrible club of desperate parents waiting to see who would take a child home. Their outlook was not good, but nobody else's was either. Accidents, illness, one set of parents who spoke no English, hoping that the doctors in Houston could help their child who had leukemia, and my mother, who spoke Spanish, translating for the doctors that the best that they could do was to make him comfortable, that they needed to say goodbye, that there was no hope. Finally, their child's heart problems + viral pneumonia zeroed out, and a doctor came to THEM and said ""I'm sorry, your baby has died."" While that news was being delivered, however, some doctors decided since that they had nothing to lose, they would take a shot in the dark, try something crazy, and they somehow managed to resuscitate the child, then get her stabilized. (She was fine, eventually.) THAT ONE MOMENT when they they had been told that their child was DEAD, and later, when that horrible, final news GOT TAKEN BACK had an effect on every single choice my dad and mom ever made for the rest of their lives. My mother's motto became ""If everyone is okay, the rest, we can fix."" They saw the true worth of joy, and gratefulness. They NEVER missed a chance to laugh and dance, to spend time, to say ""I love you"". Let me tell you, that makes for one amazing childhood. Sometimes, we had next to nothing, but I always felt like we were so rich. Inevitably, there will be a time when everyone is NOT okay, and you'll realize how perfectly that one phrase distills what actually matters. Why relive the ""good old days""? Live in them RIGHT NOW. When you're happy, KNOW YOU ARE HAPPY. Pay attention, be grateful, be joyous, and try to show that truth to others. Don't be one of those folks who say ""I wish I'd known how good I had it."" Be. Here. Now. Say ""I love you"". Go NOW, instead of tomorrow, when it might be too late. (Another bitter regret. I'm so, so sorry, Grampa.) Give to others in their need without keeping score. Abandon pettiness. Remember that you can argue with people and still love them. Never forget what truly matters. This is your life. Don't get so caught up in static and minutiae that you MISS IT."	Hurt
716	LostEmpireProduction	There is something so haunting about the way Johnny sings this song. It's like I can't stop listening no matter how many times it plays	Hurt
717	Jose Salazar	i listen to this every time i watch the hangover III hahahha	Hurt
718	MO	"There's a reason Trent Reznor said ""it's not my song anymore"". Trent had growing up to do when he wrote this, Jonny was truly reflecting on 80 years."	Hurt
719	Jake Lowe	If this isn't a form of rap I don't know what is.	Hurt
720	Jj Sands	over rated sentimental fluff; the stones wild horse or angie crushed this.	Hurt
721	Bart Mix	So glad this exists. One of the most emotional performances I have heard in my 60 years.	Hurt
722	f4keinternetgrll	it’s beautiful that this song was originally sang by a young man who was searching for himself that was just beginning life, and was then covered by a man at the end of his life looking back at his accomplishments and wishing he could go back. truly beautiful, and truly one of the greatest covers of a song ever.	Hurt
724	Craig Veillette	If you’re here, I know how you feel. This is literal medicine, but too much medicine can be bad. Enjoy this masterpiece at your own risk!!! Love you	Hurt
725	Dale Shelden	This song is about acceptance!	Hurt
726	Mason McEwen	Rest in piece great legend	Hurt
727	P&C Life 2023	This version should've been number 1 on the Top 10 Saddest Sondgs on Rolling Stone list 😢	Hurt
728	Steven Mostyn	Trent's lyrics plus Johny's voice equals one of the greatest songs ever!	Hurt
729	cuthbert mcvane	This song is enough to make you shed a tear.	Hurt
730	Lil Git	I've just recently spent 6 weeks recording my 75 year old Dads amazing stories. He had the most amazing life until a brain hemorrhage slowed him down in '94. I had the privilege of spending 6 weeks, hour upon hour over those 6 weeks recording him. One day he'll be gone and I'll have the most amazing memories.	Hurt
732	Eric Dunn	Trent Reznor had a lot of respect for Johnny Cash to tell him that this song is no longer his, That it now belongs to Mr Cash.	Hurt
733	Danny Thomson	as a man who had a stroke in 2014 caused by heroin addiction, this song wrecks me and turns me into a bag of bubbling emotion every single time! every single line means something to me and my broken life, the line about the needle tearing a hole is especially meaningful to me. R.I.P. Johnny Cash.	Hurt
734	G B	Everyone I know goes away in the end. Truer words have never been spoken.	Hurt
735	RAP 4Live	This is one of the most emotional songs ever made. I have tears in my eyes at age 25. Cant imagine how it must feel being an old man...	Hurt
736	Itachi Uchiha	Simply Beautiful..... Had me think about how small our world ..... And how big the mind perceives it. It also reminds me of regrets.	Hurt
737	Graham Richardson	For me, this is without doubt, the single greatest cover version of all-time. Absolutely stunning. It punches you right in the gut, the pain in his voice, the emotion he pours into it is just incredible. Music without feeling is nothing, this has it all. Utterly brilliant. ❤️	Hurt
738	Jeremy Jukich	From Jeremy Jukich to Dan Jukich. I miss my dad dearly every single day. He passed away on November 28th at 1:03pm.	Hurt
739	John Blowe	Johnny cash cover is a masterpiece in itself.	Hurt
740	Hooliganbear	Well work so hard to build a little house, together…	Hurt
741	2clout	I prefer the Nine Inch Nails version.	Hurt
742	SoappNuts	The best cover of all time	Hurt
743	Steven Bethka	welcome to being male. <3	Hurt
746	Tee Dee	This song is hard AF.	Hurt
747	sirspikey	Such a brilliant cover	Hurt
748	Lawrence O Loe	I don't know how others feel about it, but the lines 'You are someone else, and I am still right here' hits me harder than anything else does in this song.	Hurt
749	kln1	It's a sad song and nonetheless i feel better after hearing it. Pure catharsis.	Hurt
750	JG	❤ Reznor and Cash	Hurt
751	Kevin Forth	Been listening to music for nearly 60 years, and no song has consistently hit me as hard as this song. His voice and the imagery combine to make an incredibly powerful emotion. Well done, and as Trent Reznor said, it's no longer his song.	Hurt
752	Tygear	If you finish that song dry eyed you’re a bot	Hurt
753	Daniel Eriksson	It's never to late to repent and regret, Johnny went to heaven, I'm looking forward to see him there one day!	Hurt
754	rod hall	Wow! If ever a man was singing his heart it's Johnny with this song.	Hurt
755	Michael Martin	Relive the pain with the striking of the hammer.	Hurt
758	Martin Aziz	i just survived an overdose, this hits really hard. we miss you johnny <3	Hurt
759	Prophet	Johnny Cash told me that I'm a Genius... Are You? 🥚🐰 You're all about to find out. 🤡🗺	Hurt
760	Gary Shissler	Johnny Cash RIP with June,your together in the end.❤🙏✌	Hurt
761	Hogsqueal	seems about right that one of country music's biggest songs is a cover from a different genre	Hurt
762	Clyde Scott	Still playing it in 2023	Hurt
763	James Holbrook	The song doesn't make.much sense from a 20 something year old but this is perfect	Hurt
764	TheEnjoyitall	This man knew how good this song was. This is his show piece, his swan song. The depth and meaning he showcased on this recording shows that even when you're not in the immediate limelight you can still blow people away by creating one of the best covers ever done. Truly, what a masterpiece from all who created it, starting with Trent Reznor.	Hurt
765	herbmcgruffy	Happy new year what a way to start the year listening to this amazing stuff	Hurt
766	Mark Passe	Absolutely beautiful, very moving and sad.	Hurt
767	BodyMoving	I also spilled some of my glass of red wine today when I saw the big Johnny doing it.	Hurt
768	Dennis	I'am drunk and I'am crying	Hurt
769	All Eyes On Blue	100M views more than nine inch nails. The reason I love reinterpretation of songs. Happy 2023:)	Hurt
770	Greenmeatybones	bruh why is this in a popularmmos minecraft playlist ☠️	Hurt
771	alienblood alienblood	Pure talent!	Hurt
772	Ikingofallkings 12	still in 2023, we love and will forever miss the legend.	Hurt
773	Tyrone	Everything comes from the earth 🧐so it's DIRTH rip King	Hurt
775	Non Negotiable	I'm not into country western music besides Cash. This song ment a lot to him and needed to be brought to light. I think we can all relate to this masterpiece.	Hurt
776	John Allsup	I watched this while halfway through this yt video about this song: https://www.youtube.com/watch?v=2Z9pB4yI-BQ	Hurt
777	Zach martin	"You sing the main coarse to your girl when she asks if you'd still love her if she was worm. ""You can have it ally empire of dirt"""	Hurt
778	jaim haas	2023 and this song is as POWERFUL as ever. It reminds me of my feelings after Divorce.	Hurt
779	Wesley Nichols	Saying you have regrets at 20 doesn't really mean much, you have your whole life to figure it out. But when you're Johnny's age and talking about regret, it has a whole new meaning. Johnny Cash is one of the GOAT's.	Hurt
780	eslingur	This is a requiem for the America I loved	Hurt
781	Jim Panse	I love the song from the first time I hear it. once i hear it i can't stop.	Hurt
782	Evan Hughes	I'M NOT CRYING YOU'RE CRYING	Hurt
783	Serge Le-Gal	best songs ive ever heared ;) rip cashy ;) peace	Hurt
784	 — 𝐂𝐀𝐑𝐑𝐈𝐎𝐍 𝐒𝐔𝐍.	There is something very tragically beautiful about Johnny Cash's life. If there was one country musician I could name that transcended so many different genres and inspired everybody from rockers to popstars to rappers, it's him. I wouldn't say that the end of his life was the peak of his career - but it's very inspiring and bittersweet that he spent so many years in a slump after the 70s only for his music to find a new sense of love, relativity and acceptance with Gen X and Millennials. I've never been a believer in an afterlife, but if there is, I hope he's cozy somewhere and no longer struggling with feelings of depression and isolation.	Hurt
785	andy georgiou	His leaving song, what a Christian!!	Hurt
787	Plane Reality	What is amazing for me... I really related in many ways to the NIN cut. I never let it show externally. In those quiet moments alone... driving. I would wrestle with my internal conflicts... and that song defined a big part of it. I was in my young adulthood then. Fast foreword to now. Getting close to 50... I have lived through so so much. Tragic loss... horrible injuries... estranged loved ones... so so many regrets. I carried the world on my shoulders when young... thought I could change people... if only I loved them harder. Now looking back still constantly analyzing... finding my flaws... a meat grinder of things I can never go back to do different. Has it made me a stronger and better person... yes. I realize now slowly... to forgive. It is the only way foreword. To forgive myself... just because things were so bad... most of it is and was then out of my control. Do I still sit alone... sobbing some times. Yes. Slowly healing... learning how to Love. There was another Man that carried the World on His shoulders. Much Love and Blessings all! Jesus Christ is the Way/Truth/Life! 💪❤🙏💯	Hurt
788	Alain Brisson	This is so emotional and powerful, I can’t tell how my feelings are when I listen to this masterpiece. Absolutely beautiful!	Hurt
789	Jim	Johnny's wife was in treatment at the betty ford center in nineteen eighty 9, Johnny would come there for lunch every day to visit his wife I got to meet them both while I was there for 30 days They are very very very nice people i'm glad I got to meet them	Hurt
790	BonSang	when you are young you look like yo parents, when you are old you look like your choices.	Hurt
791	Jim Eagle	Nobody remembers that this is a NIN song? That’s odd. Trent Rezner wrote and recorded this in the 90s	Hurt
792	J Lisko	There has never been a more perfect and literal swan song than this. For anyone else. Likely never will be another.	Hurt
793	Mansur Haq	Amazing lyrics! Such a deep and moving masterpeice..	Hurt
794	Beau Stange	GREAT video! I was a Nine inch Nails fan and enjoyed some of Johnny’s early work. I honestly don’t know if I discovered this song by Johnny for about 5-7 years after it came out. When I’m feeling the pain of everyday life I’ll listen to it at the gym to remind me that many have suffered far worse. Thank you!	Hurt
796	Joey Hernandez	You can have it all. My empire of dirt.	Hurt
797	Macedonsky	Listen it again and again....every year.	Hurt
799	Sammy Lou	Nothing better.best of all.thank you	Hurt
800	Jeremy Leefland	every time I listen to this song brings me to tears	Hurt
801	EaglesFlyAlone🦅	I hear you Johnny ✌🙏	Hurt
802	Bad Bill	describes life and loss	Hurt
803	Stuttering Jay	love Johnny, great cover. This song suits him well	Hurt
804	Richard Freeman	Fucking beautiful. RIP sir.	Hurt
805	After Shawekz	I wish he were here with The WAY to be all by MYSELF with the Queen of Babylon to be LIT UP~AS TO BE SHOWN TO BE THE LIGHT OF HIS OWN HEART AND THE MESSAGE OF THE MYSTERY THAT IS FROM THE HEART OF THE TRUE ANGEL OF HUMANITY THAT'S ALWAYS BEEN TO...UNIFY OR DIE AND NOT ALLOWING THE CHAIN TO BE BROKEN TO BE MISREPRESENTED BY THE ONES DISTRIBUTING THE SEXUAL DEVIATIONS AND SNUFFING OUT OF HUMANITY TO BE THE REASON WHY HE'S TAKEN LUCIFER BACK INTO HEAVEN TO UNLEASH THE FIRE AND BRIMSTONE ON THE ONES WHOM HE'LL BE VOMITING ON TO BE SURE HIS BILE WILL BE THE AGONY THAT'LL BRING ALL KNEES TO BOW AND ALL MOUTHS TO CONFESS WITHOUT THE SUNLIGHT TO BE THE ICE COLD FRIO ELECTRICAL CATASTROPHIC ALCHEMY TO RIDE THE LIGHTNING TO THE PIT OF PURGATORY TO ALLOW THE SELF ABSORBED TO BE IN COMPLETE AND TOTAL SILENCE AND FEEL THE SAME AGONY OF HELPLESSNESS THAT I HAVE BEEN ENDURING INCESSANTLY AND UNIMAGINED TO HAVE THE IMMATURITY OF STALKER BULLYING AND FACE SWITCHING APPLICATIONS TO BE IN BRUTAL EXCRUCIATING PAIN AND SUFFERING WITHOUT ONE WORD ABOUT MY STOLEN CHILDREN'S SAFETY OR CONDITION WITH MYSELF INJECTED WITH PARASITES FLIES AND WORMS ETC. AND TREATED LIKE A PIECE OF GARBAGE TO BE SO DEPRESSED	Hurt
806	James Ermis	1:45. Yeah Mr. Cash ii agree with you:) ' you stay the HELL away from me you Giant cockroach !	Hurt
807	drevakelemen52n	Now We see a true love !!! Sorry 😔😔😔... Love from Australia ❤️❤️❤️ DrEva	Hurt
808	MazzyStar Smith	My sweetest friend is Bübchen 28.10.22 die ` `HURT	Hurt
809	Mafia Performance	Reznor said in 2005 it wasn’t his song anymore. That’s powerful.	Hurt
810	underlipetx	It’s a great sign when the most viewed graph behind the play bar is just a plateau. The entire experience is worth it, beginning to end.	Hurt
811	firekind1980	fuck me. Theres a lesson to us all. fuck this song.	Hurt
812	Albert Guerra	For some reason this reminds me of if you have ghosts by ghost	Hurt
813	Doug	Band-Aid on it. You'll heal, it takes time. Don't worry be Happy,I am 🦉😜lol Merry Christmas and Happy New year	Hurt
815	Mary Norton	This hit different	Hurt
816	Suzanne	This video makes me ugly cry. Its a masterpiece. Love you, Johnny!	Hurt
817	Bobby Thompson	Wearing myself out in the 90’s made me aware of this lifestyle as being closer to death if I stayed.	Hurt
818	Bobby Thompson	Two days away from 2023!	Hurt
819	Peter -	''I can not repair'' Have been feeling like that for the past few months, things are just getting worse over time.	Hurt
821	jago juice	this is the most emotional music video in history..	Hurt
822	EłTãçø	Rip legend music still sings through generations	Hurt
823	Steven Hines	very wistful today	Hurt
825	Kris One	Finally,THE MAN COMES AROUND. THEIRS NO GRAVE THAT CAN HOLD MY BODY DOWN!!! 🎹✝️💔✝️	Hurt
826	Tyson Thomas	Trent Reznor made a beautifully haunting song. Johnny Cash took it and ripped everyone's heart out! The pain in his voice says it all! Dang, even when Reznor sang it.... PAIN! Both are legends!	Hurt
827	rhys aston	I'm only 23 years old and have made quite a few mistakes that I sorly regret and brings me to tears whenever I think about them too much. This man was much older than I am and has definitely made a lot more life changing decions that I have even when he was my age. This is a man who has regretted many of them. I see this song as a confession of these decisions and as advice from a wise old man to be careful of your decisions and that living life to the fullest doesn't always mean having the finer things in life. Thank you for your wisdom Mr Cash.	Hurt
828	Bayne Bogdanov	Reznor can’t be mad!! Shit!! Johnny Cash	Hurt
829	GG	One of, if not The Greatest Cover of All Time!	Hurt
830	Candice Perry	I can't describe the feeling this song gives me but very emotional	Hurt
831	Faizan Riasat	In the end, you are all alone with your empire of dirt	Hurt
832	Reticulosis	I remember I was about to leave for school one morning when this song came out. I was a freshman in high school at the time.	Hurt
833	David Rivera	I'm Hurt because I lost Johnny RIP Key	Hurt
834	Pelaw Keith	Mesmerising such a beautiful song sung perfectly	Hurt
835	Kinoga Michael	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way	Hurt
